+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
|       Launch Clock       |      Capture Clock       |                                                 Pin                                                      |
|                  adc_clk |                  adc_clk |                                       system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg[6]/D|
|                  adc_clk |                  adc_clk |                                       system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg[5]/D|
|                  adc_clk |                  adc_clk |                                       system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg[6]/D|
|                  adc_clk |                  adc_clk |                                      system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg[14]/D|
|                  adc_clk |                  adc_clk |                                         system_i/biquadFilter/biquadFilter_0/inst/i__carry__2_i_2_psdsp/D|
|                  adc_clk |                  adc_clk |                                       system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg[4]/D|
|                  adc_clk |                  adc_clk |                                      system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg[14]/D|
|                  adc_clk |                  adc_clk |                                      system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg[15]/D|
|                  adc_clk |                  adc_clk |                                       system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg[9]/D|
|                  adc_clk |                  adc_clk |                                       system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg[1]/D|
|                  adc_clk |                  adc_clk |                                         system_i/biquadFilter/biquadFilter_0/inst/i__carry__7_i_3_psdsp/D|
|                  adc_clk |                  adc_clk |                                       system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg[1]/D|
|                  adc_clk |                  adc_clk |                                      system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg[13]/D|
|                  adc_clk |                  adc_clk |                                      system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg[16]/D|
|                  adc_clk |                  adc_clk |                                      system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg[12]/D|
|                  adc_clk |                  adc_clk |                                       system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg[9]/D|
|                  adc_clk |                  adc_clk |                                         system_i/biquadFilter/biquadFilter_0/inst/i__carry__7_i_2_psdsp/D|
|                  adc_clk |                  adc_clk |                                      system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg[13]/D|
|                  adc_clk |                  adc_clk |                                      system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg[12]/D|
|                  adc_clk |                  adc_clk |                                         system_i/biquadFilter/biquadFilter_0/inst/i__carry__9_i_4_psdsp/D|
|                  adc_clk |                  adc_clk |                                            system_i/biquadFilter/biquadFilter_0/inst/i__carry_i_2_psdsp/D|
|                  adc_clk |                  adc_clk |                                            system_i/biquadFilter/biquadFilter_0/inst/i__carry_i_3_psdsp/D|
|                  adc_clk |                  adc_clk |                                         system_i/biquadFilter/biquadFilter_0/inst/i__carry__8_i_1_psdsp/D|
|                  adc_clk |                  adc_clk |                                       system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg[4]/D|
|                  adc_clk |                  adc_clk |                                       system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg[0]/D|
|                  adc_clk |                  adc_clk |                                       system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg[5]/D|
|                  adc_clk |                  adc_clk |                                         system_i/biquadFilter/biquadFilter_0/inst/i__carry__4_i_4_psdsp/D|
|                  adc_clk |                  adc_clk |                                         system_i/biquadFilter/biquadFilter_0/inst/i__carry__1_i_1_psdsp/D|
|                  adc_clk |                  adc_clk |                                         system_i/biquadFilter/biquadFilter_0/inst/i__carry__0_i_2_psdsp/D|
|                  adc_clk |                  adc_clk |                                     system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg/A[13]|
|                  adc_clk |                  adc_clk |                                            system_i/biquadFilter/biquadFilter_0/inst/i__carry_i_1_psdsp/D|
|                  adc_clk |                  adc_clk |                                         system_i/biquadFilter/biquadFilter_0/inst/i__carry__1_i_3_psdsp/D|
|                  adc_clk |                  adc_clk |                                         system_i/biquadFilter/biquadFilter_0/inst/i__carry__0_i_3_psdsp/D|
|                  adc_clk |                  adc_clk |                                     system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg/A[23]|
|                  adc_clk |                  adc_clk |                                     system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg/A[22]|
|                  adc_clk |                  adc_clk |                                     system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg/A[20]|
|                  adc_clk |                  adc_clk |                                     system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg/A[21]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[16]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[20]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[21]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[26]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[31]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[36]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[46]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[41]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[11]|
|               clk_fpga_0 |                  adc_clk |                                system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[6]|
|               clk_fpga_0 |                  adc_clk |                                system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[1]|
|               clk_fpga_0 |                  adc_clk |                                system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[4]|
|               clk_fpga_0 |                  adc_clk |                                system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[5]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[43]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[22]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[23]|
|               clk_fpga_0 |                  adc_clk |                                system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[2]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[42]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[19]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[37]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[38]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[17]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[18]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[13]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[14]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[15]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[32]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[33]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[10]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[12]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[28]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[47]|
|               clk_fpga_0 |                  adc_clk |                                system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[9]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[27]|
|               clk_fpga_0 |                  adc_clk |                                system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[0]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[44]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[45]|
|               clk_fpga_0 |                  adc_clk |                                system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[7]|
|               clk_fpga_0 |                  adc_clk |                                system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[8]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[39]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[40]|
|               clk_fpga_0 |                  adc_clk |                                system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[3]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[35]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[29]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[30]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[24]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[25]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg__0/PCIN[34]|
|                  adc_clk |                  adc_clk |                                         system_i/biquadFilter/biquadFilter_0/inst/i__carry__8_i_2_psdsp/D|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[21]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[22]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[26]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[27]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[32]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[41]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[42]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[46]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[16]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[17]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[47]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[38]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[39]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[34]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[15]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[33]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[10]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[11]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[28]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[29]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[30]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[25]|
|               clk_fpga_0 |                  adc_clk |                                 system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[5]|
|               clk_fpga_0 |                  adc_clk |                                 system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[6]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[43]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[44]|
|               clk_fpga_0 |                  adc_clk |                                 system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[1]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[20]|
|               clk_fpga_0 |                  adc_clk |                                 system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[0]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[40]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[35]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[45]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[36]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[37]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[31]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[23]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[24]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[18]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[19]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[12]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[13]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[14]|
|               clk_fpga_0 |                  adc_clk |                                 system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[8]|
|               clk_fpga_0 |                  adc_clk |                                 system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[9]|
|               clk_fpga_0 |                  adc_clk |                                 system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[2]|
|               clk_fpga_0 |                  adc_clk |                                 system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[3]|
|               clk_fpga_0 |                  adc_clk |                                 system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[4]|
|               clk_fpga_0 |                  adc_clk |                                 system_i/DataAcquisition/inputCalibration_A/inst/output_sf_reg__0/PCIN[7]|
|                  adc_clk |                  adc_clk |                                     system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg/A[27]|
|                  adc_clk |                  adc_clk |                                     system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg/A[25]|
|                  adc_clk |                  adc_clk |                                     system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg/A[26]|
|                  adc_clk |                  adc_clk |                                     system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg/A[24]|
|                  adc_clk |                  adc_clk |                                     system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg/A[14]|
|               clk_fpga_0 |                  adc_clk |                                      system_i/biquadFilter/biquadFilter_0/inst/arg_carry__8_i_1_psdsp_1/D|
|                  adc_clk |                  adc_clk |                                     system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg/A[12]|
|                  adc_clk |                  adc_clk |                                      system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg/A[9]|
|                  adc_clk |                  adc_clk |                                      system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg/A[16]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[13]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[14]|
|               clk_fpga_0 |                  adc_clk |                                 system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[4]|
|               clk_fpga_0 |                  adc_clk |                                 system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[5]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[43]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[22]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[23]|
|               clk_fpga_0 |                  adc_clk |                                 system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[2]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[42]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[19]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[20]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[21]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[37]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[38]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[16]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[17]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[18]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[15]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[32]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[33]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[10]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[12]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[28]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[47]|
|               clk_fpga_0 |                  adc_clk |                                 system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[9]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[27]|
|               clk_fpga_0 |                  adc_clk |                                 system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[0]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[11]|
|               clk_fpga_0 |                  adc_clk |                                 system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[6]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[44]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[45]|
|               clk_fpga_0 |                  adc_clk |                                 system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[7]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[46]|
|               clk_fpga_0 |                  adc_clk |                                 system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[8]|
|               clk_fpga_0 |                  adc_clk |                                 system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[1]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[39]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[40]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[41]|
|               clk_fpga_0 |                  adc_clk |                                 system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[3]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[35]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[36]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[29]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[30]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[31]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[24]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[25]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[26]|
|               clk_fpga_0 |                  adc_clk |                                system_i/DataAcquisition/inputCalibration_B/inst/output_sf_reg__0/PCIN[34]|
|                  adc_clk |                  adc_clk |                                      system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg/A[6]|
|                  adc_clk |                  adc_clk |                                     system_i/SignalGenerator/outputCalibration_b/inst/output_sf_reg/A[10]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[21]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[22]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[26]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[27]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[32]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[41]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[42]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[46]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[16]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[17]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[47]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[38]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[39]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[34]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[15]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[33]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[10]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[11]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[28]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[29]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[30]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[25]|
|               clk_fpga_0 |                  adc_clk |                                system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[5]|
|               clk_fpga_0 |                  adc_clk |                                system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[6]|
|               clk_fpga_0 |                  adc_clk |                               system_i/SignalGenerator/outputCalibration_A/inst/output_sf_reg__0/PCIN[43]|
